,directory,filename,path,class
11,./animal-dataset/train/scoiattolo_train,OIP-rl5xs9u_dzZ4ytBgmhmfOQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-rl5xs9u_dzZ4ytBgmhmfOQHaFj.jpeg,0
12,./animal-dataset/train/scoiattolo_train,OIP-DZqtS35Fb3ZkrhUEjmG6FQHaE1.jpeg,./animal-dataset/train/scoiattolo_train/OIP-DZqtS35Fb3ZkrhUEjmG6FQHaE1.jpeg,0
13,./animal-dataset/train/scoiattolo_train,OIP-Kqs4mMvz5hJ0ruv8RWao3QHaFO.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Kqs4mMvz5hJ0ruv8RWao3QHaFO.jpeg,0
14,./animal-dataset/train/scoiattolo_train,OIP-enHhso2T4IAd8ySBSpn6IAHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-enHhso2T4IAd8ySBSpn6IAHaFj.jpeg,0
15,./animal-dataset/train/scoiattolo_train,OIP-S4tnCqvtKD2Z4OW0Clg4lAHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-S4tnCqvtKD2Z4OW0Clg4lAHaFj.jpeg,0
16,./animal-dataset/train/scoiattolo_train,OIP-eH9UrrGHwsFfo_D74CDiBAHaFH.jpeg,./animal-dataset/train/scoiattolo_train/OIP-eH9UrrGHwsFfo_D74CDiBAHaFH.jpeg,0
17,./animal-dataset/train/scoiattolo_train,OIP-Et78VFUDg5vFSzRM3FWeeQHaE6.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Et78VFUDg5vFSzRM3FWeeQHaE6.jpeg,0
18,./animal-dataset/train/scoiattolo_train,OIP-w3czpkComfYE7Lsz4HDy9QHaFb.jpeg,./animal-dataset/train/scoiattolo_train/OIP-w3czpkComfYE7Lsz4HDy9QHaFb.jpeg,0
19,./animal-dataset/train/scoiattolo_train,OIP-ohXjRgMzAeqc8f4saZdv-AHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-ohXjRgMzAeqc8f4saZdv-AHaEK.jpeg,0
20,./animal-dataset/train/scoiattolo_train,OIP-gmIenPqs_RB26bn_2WZsgwHaF7.jpeg,./animal-dataset/train/scoiattolo_train/OIP-gmIenPqs_RB26bn_2WZsgwHaF7.jpeg,0
21,./animal-dataset/train/scoiattolo_train,OIP-mj3bPqaTaAT8odWYQ_FX0QHaJK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-mj3bPqaTaAT8odWYQ_FX0QHaJK.jpeg,0
22,./animal-dataset/train/scoiattolo_train,OIP-84sfmplK43BDo7gAy1QIbwHaFe.jpeg,./animal-dataset/train/scoiattolo_train/OIP-84sfmplK43BDo7gAy1QIbwHaFe.jpeg,0
23,./animal-dataset/train/scoiattolo_train,OIP-R6D2cCi4MrXf-DfG5IRmWQHaEX.jpeg,./animal-dataset/train/scoiattolo_train/OIP-R6D2cCi4MrXf-DfG5IRmWQHaEX.jpeg,0
24,./animal-dataset/train/scoiattolo_train,OIP-zhLz2NNZOh527Bvrz2dlpAHaFw.jpeg,./animal-dataset/train/scoiattolo_train/OIP-zhLz2NNZOh527Bvrz2dlpAHaFw.jpeg,0
25,./animal-dataset/train/scoiattolo_train,OIP-dsaeM1WD9LDerwPdifaxAgHaEc.jpeg,./animal-dataset/train/scoiattolo_train/OIP-dsaeM1WD9LDerwPdifaxAgHaEc.jpeg,0
26,./animal-dataset/train/scoiattolo_train,OIP-mA2JvSd1GEbZXcx67kaJbwHaJ4.jpeg,./animal-dataset/train/scoiattolo_train/OIP-mA2JvSd1GEbZXcx67kaJbwHaJ4.jpeg,0
27,./animal-dataset/train/scoiattolo_train,OIP-dhjRx8QxhgUNH7ArbZM5RwHaEo.jpeg,./animal-dataset/train/scoiattolo_train/OIP-dhjRx8QxhgUNH7ArbZM5RwHaEo.jpeg,0
28,./animal-dataset/train/scoiattolo_train,OIP-35FBZfSdj8hC6lgbEAm0KwHaKF.jpeg,./animal-dataset/train/scoiattolo_train/OIP-35FBZfSdj8hC6lgbEAm0KwHaKF.jpeg,0
29,./animal-dataset/train/scoiattolo_train,OIP-m-bdEaFkKl8HS6VcN1s3twHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-m-bdEaFkKl8HS6VcN1s3twHaEK.jpeg,0
30,./animal-dataset/train/scoiattolo_train,OIP-x9E02WEN9UxGcgXj3VblhAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-x9E02WEN9UxGcgXj3VblhAHaE8.jpeg,0
31,./animal-dataset/train/scoiattolo_train,OIP-gSWN6Ojp2btS7qXjqZ_hqAHaH4.jpeg,./animal-dataset/train/scoiattolo_train/OIP-gSWN6Ojp2btS7qXjqZ_hqAHaH4.jpeg,0
32,./animal-dataset/train/scoiattolo_train,OIP-Ta-9FXG6Fc-5T0E16tlocwHaF8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Ta-9FXG6Fc-5T0E16tlocwHaF8.jpeg,0
33,./animal-dataset/train/scoiattolo_train,OIP-lvxSDUtbtYrTpJ7JQythxQHaFc.jpeg,./animal-dataset/train/scoiattolo_train/OIP-lvxSDUtbtYrTpJ7JQythxQHaFc.jpeg,0
34,./animal-dataset/train/scoiattolo_train,OIP-uuIZcpts2YBinOZR-77vwQHaE9.jpeg,./animal-dataset/train/scoiattolo_train/OIP-uuIZcpts2YBinOZR-77vwQHaE9.jpeg,0
35,./animal-dataset/train/scoiattolo_train,OIP-LpEunmXAeafGREsDeyq9lQHaGq.jpeg,./animal-dataset/train/scoiattolo_train/OIP-LpEunmXAeafGREsDeyq9lQHaGq.jpeg,0
36,./animal-dataset/train/scoiattolo_train,OIP-WB1QjlIqEkZaFTfn048mgAHaEn.jpeg,./animal-dataset/train/scoiattolo_train/OIP-WB1QjlIqEkZaFTfn048mgAHaEn.jpeg,0
37,./animal-dataset/train/scoiattolo_train,OIP-pVq-lKkyRIjOaAd6v5a9iwHaE3.jpeg,./animal-dataset/train/scoiattolo_train/OIP-pVq-lKkyRIjOaAd6v5a9iwHaE3.jpeg,0
38,./animal-dataset/train/scoiattolo_train,OIP-CdR-6KBXx1zELwxLfTLGsgAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-CdR-6KBXx1zELwxLfTLGsgAAAA.jpeg,0
39,./animal-dataset/train/scoiattolo_train,OIP-t8_D9KMzWl1Txrv47uVDggHaE7.jpeg,./animal-dataset/train/scoiattolo_train/OIP-t8_D9KMzWl1Txrv47uVDggHaE7.jpeg,0
40,./animal-dataset/train/scoiattolo_train,OIP-gMKFjDynAfbnXf2zY3yioAHaFz.jpeg,./animal-dataset/train/scoiattolo_train/OIP-gMKFjDynAfbnXf2zY3yioAHaFz.jpeg,0
41,./animal-dataset/train/scoiattolo_train,OIP-LLpkuwRydT7dcPHQrjcNpAHaE7.jpeg,./animal-dataset/train/scoiattolo_train/OIP-LLpkuwRydT7dcPHQrjcNpAHaE7.jpeg,0
42,./animal-dataset/train/scoiattolo_train,OIP-hdBdyWUTGh0plvg7_-GIMQHaFb.jpeg,./animal-dataset/train/scoiattolo_train/OIP-hdBdyWUTGh0plvg7_-GIMQHaFb.jpeg,0
43,./animal-dataset/train/scoiattolo_train,OIP-w4uJEjYJxbo3B-SkBMbPGwAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-w4uJEjYJxbo3B-SkBMbPGwAAAA.jpeg,0
44,./animal-dataset/train/scoiattolo_train,OIP-AuEbmBJGwknNtuQvxiP8YAHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-AuEbmBJGwknNtuQvxiP8YAHaEK.jpeg,0
45,./animal-dataset/train/scoiattolo_train,OIP-28mv_Jx3rXqoXpEud5xW2AHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-28mv_Jx3rXqoXpEud5xW2AHaFj.jpeg,0
46,./animal-dataset/train/scoiattolo_train,OIP-yLJovM5_nAzGbqDQZ1SEhwHaJo.jpeg,./animal-dataset/train/scoiattolo_train/OIP-yLJovM5_nAzGbqDQZ1SEhwHaJo.jpeg,0
47,./animal-dataset/train/scoiattolo_train,OIP-BT1xmKdbBSREyoLZhLwrtwHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-BT1xmKdbBSREyoLZhLwrtwHaEK.jpeg,0
48,./animal-dataset/train/scoiattolo_train,OIP-QE3GfHvWXYZsCoRcpLBxaAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-QE3GfHvWXYZsCoRcpLBxaAHaE8.jpeg,0
49,./animal-dataset/train/scoiattolo_train,OIP-xEIAkajln0z7dhpFFXnCaQHaGc.jpeg,./animal-dataset/train/scoiattolo_train/OIP-xEIAkajln0z7dhpFFXnCaQHaGc.jpeg,0
50,./animal-dataset/train/scoiattolo_train,OIP-jOiw3MA5xQozpdIxHLnFKAHaKX.jpeg,./animal-dataset/train/scoiattolo_train/OIP-jOiw3MA5xQozpdIxHLnFKAHaKX.jpeg,0
51,./animal-dataset/train/scoiattolo_train,OIP-mHu6UlkL0bXCHly2JqjkoAHaD4.jpeg,./animal-dataset/train/scoiattolo_train/OIP-mHu6UlkL0bXCHly2JqjkoAHaD4.jpeg,0
52,./animal-dataset/train/scoiattolo_train,OIP-aKqP5MEbtumJxDJZ339pWAAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-aKqP5MEbtumJxDJZ339pWAAAAA.jpeg,0
53,./animal-dataset/train/scoiattolo_train,OIP-LeNEA07GwWoSbDIonoEHpQHaJw.jpeg,./animal-dataset/train/scoiattolo_train/OIP-LeNEA07GwWoSbDIonoEHpQHaJw.jpeg,0
54,./animal-dataset/train/scoiattolo_train,OIP-SewZcKJ0pA6b3cLOw39NfQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-SewZcKJ0pA6b3cLOw39NfQHaFj.jpeg,0
55,./animal-dataset/train/scoiattolo_train,OIP-lSySqM_fvhEF_caNhygfWQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-lSySqM_fvhEF_caNhygfWQHaFj.jpeg,0
56,./animal-dataset/train/scoiattolo_train,OIP-m_5utNQ4aBPpCkum5Osu0gHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-m_5utNQ4aBPpCkum5Osu0gHaE8.jpeg,0
57,./animal-dataset/train/scoiattolo_train,OIP-C7uF7MjFP1gAWg4n3TvD9AHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-C7uF7MjFP1gAWg4n3TvD9AHaFj.jpeg,0
58,./animal-dataset/train/scoiattolo_train,OIP-cwgFLeBka11IsQjqTsjDxAHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-cwgFLeBka11IsQjqTsjDxAHaFj.jpeg,0
59,./animal-dataset/train/scoiattolo_train,OIP-gayTl9CatU8BaTaPtn2gUgHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-gayTl9CatU8BaTaPtn2gUgHaFj.jpeg,0
60,./animal-dataset/train/scoiattolo_train,OIP-QT0MMl9PsQ6QIqBcN-gtVAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-QT0MMl9PsQ6QIqBcN-gtVAHaE8.jpeg,0
61,./animal-dataset/train/scoiattolo_train,OIP-VrxSHZdBkvbfild-nrHmSAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-VrxSHZdBkvbfild-nrHmSAHaE8.jpeg,0
62,./animal-dataset/train/scoiattolo_train,OIP-DqC50ZoKdkrfY9ZIEMezywHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-DqC50ZoKdkrfY9ZIEMezywHaE8.jpeg,0
63,./animal-dataset/train/scoiattolo_train,OIP-Uy61KFzpSoWNNhHbP921OQHaDt.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Uy61KFzpSoWNNhHbP921OQHaDt.jpeg,0
64,./animal-dataset/train/scoiattolo_train,OIP-iVISxAYJgAGAj9Gi9W9aawHaEo.jpeg,./animal-dataset/train/scoiattolo_train/OIP-iVISxAYJgAGAj9Gi9W9aawHaEo.jpeg,0
65,./animal-dataset/train/scoiattolo_train,OIP-TUP8CR85tKmIbz7cw3kpqwHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-TUP8CR85tKmIbz7cw3kpqwHaEK.jpeg,0
66,./animal-dataset/train/scoiattolo_train,OIP-GXo13AyEpOCq1EjnZxTfiwHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-GXo13AyEpOCq1EjnZxTfiwHaFj.jpeg,0
67,./animal-dataset/train/scoiattolo_train,OIP-nllzM8-KWHur-VnhAqY4agHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-nllzM8-KWHur-VnhAqY4agHaFj.jpeg,0
68,./animal-dataset/train/scoiattolo_train,OIP-yNOvbu6jPEikpaoU5uaQ1QAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-yNOvbu6jPEikpaoU5uaQ1QAAAA.jpeg,0
69,./animal-dataset/train/scoiattolo_train,OIP-Nv0PXSog7TAhZOSBQcS1wgHaE7.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Nv0PXSog7TAhZOSBQcS1wgHaE7.jpeg,0
70,./animal-dataset/train/scoiattolo_train,OIP-lRST5pNtM2clCQQVkbPAEQHaLG.jpeg,./animal-dataset/train/scoiattolo_train/OIP-lRST5pNtM2clCQQVkbPAEQHaLG.jpeg,0
71,./animal-dataset/train/scoiattolo_train,OIP-l35c-pG7MZPq74CC1F2flAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-l35c-pG7MZPq74CC1F2flAHaE8.jpeg,0
72,./animal-dataset/train/scoiattolo_train,OIP-kOYwhJx649iX6FGYGLHr3QHaEw.jpeg,./animal-dataset/train/scoiattolo_train/OIP-kOYwhJx649iX6FGYGLHr3QHaEw.jpeg,0
73,./animal-dataset/train/scoiattolo_train,OIP-JOIf88fIShFnFb4bZ__O2QHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-JOIf88fIShFnFb4bZ__O2QHaE8.jpeg,0
74,./animal-dataset/train/scoiattolo_train,OIP-Cg0CeIptTS1SvStlUXbRLwHaEG.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Cg0CeIptTS1SvStlUXbRLwHaEG.jpeg,0
75,./animal-dataset/train/scoiattolo_train,OIP-DTDGZ7MtUMUDm0oLGmlLDgHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-DTDGZ7MtUMUDm0oLGmlLDgHaFj.jpeg,0
76,./animal-dataset/train/scoiattolo_train,OIP-7mM2UYtRUAyQul53X-R37AHaKd.jpeg,./animal-dataset/train/scoiattolo_train/OIP-7mM2UYtRUAyQul53X-R37AHaKd.jpeg,0
77,./animal-dataset/train/scoiattolo_train,OIP-rxPTpJLD1MTmPzOohFiz-gHaE7.jpeg,./animal-dataset/train/scoiattolo_train/OIP-rxPTpJLD1MTmPzOohFiz-gHaE7.jpeg,0
78,./animal-dataset/train/scoiattolo_train,OIP-S6h6uCAumoBszCegWg4d5AHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-S6h6uCAumoBszCegWg4d5AHaFj.jpeg,0
79,./animal-dataset/train/scoiattolo_train,OIP-obuEJbAtZsCMyhzWF7Pb7gHaM0.jpeg,./animal-dataset/train/scoiattolo_train/OIP-obuEJbAtZsCMyhzWF7Pb7gHaM0.jpeg,0
80,./animal-dataset/train/scoiattolo_train,OIP-6pUPS_RouUaAn5kgOyY0aQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-6pUPS_RouUaAn5kgOyY0aQHaFj.jpeg,0
81,./animal-dataset/train/scoiattolo_train,OIP-juDMbR9iUYZP26Feh6Q2vQHaE6.jpeg,./animal-dataset/train/scoiattolo_train/OIP-juDMbR9iUYZP26Feh6Q2vQHaE6.jpeg,0
82,./animal-dataset/train/scoiattolo_train,OIP-bCn2U9HSSZbJVCNGmalBmAHaG2.jpeg,./animal-dataset/train/scoiattolo_train/OIP-bCn2U9HSSZbJVCNGmalBmAHaG2.jpeg,0
83,./animal-dataset/train/scoiattolo_train,OIP-DsptawZTCAgdcDrT5SEeqwHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-DsptawZTCAgdcDrT5SEeqwHaFj.jpeg,0
84,./animal-dataset/train/scoiattolo_train,OIP-MU2TekrOuPr3rToSvSpkBQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-MU2TekrOuPr3rToSvSpkBQHaFj.jpeg,0
85,./animal-dataset/train/scoiattolo_train,OIP-9snoGy2V2tpBrYjpRg3N_wHaE7.jpeg,./animal-dataset/train/scoiattolo_train/OIP-9snoGy2V2tpBrYjpRg3N_wHaE7.jpeg,0
86,./animal-dataset/train/scoiattolo_train,OIP-mKNTn4URJfhZJODzY_0DqAHaFc.jpeg,./animal-dataset/train/scoiattolo_train/OIP-mKNTn4URJfhZJODzY_0DqAHaFc.jpeg,0
87,./animal-dataset/train/scoiattolo_train,OIP-oH3wB_ZIFGuJ_HN7oYcboAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-oH3wB_ZIFGuJ_HN7oYcboAHaE8.jpeg,0
88,./animal-dataset/train/scoiattolo_train,OIP-nreywp3DhGPlQWeeFOsZewHaE-.jpeg,./animal-dataset/train/scoiattolo_train/OIP-nreywp3DhGPlQWeeFOsZewHaE-.jpeg,0
89,./animal-dataset/train/scoiattolo_train,OIP-53VwVXiLDVUL7P5CO77R5AHaFN.jpeg,./animal-dataset/train/scoiattolo_train/OIP-53VwVXiLDVUL7P5CO77R5AHaFN.jpeg,0
90,./animal-dataset/train/scoiattolo_train,OIP-GJh-7_mTERTzw66gFYPrXQHaJq.jpeg,./animal-dataset/train/scoiattolo_train/OIP-GJh-7_mTERTzw66gFYPrXQHaJq.jpeg,0
91,./animal-dataset/train/scoiattolo_train,OIP-LYs2AohYuTX1S_mkVvljnAAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-LYs2AohYuTX1S_mkVvljnAAAAA.jpeg,0
92,./animal-dataset/train/scoiattolo_train,OIP-giEEuxS0GXvl4QWEtpN-oAHaFb.jpeg,./animal-dataset/train/scoiattolo_train/OIP-giEEuxS0GXvl4QWEtpN-oAHaFb.jpeg,0
93,./animal-dataset/train/scoiattolo_train,OIP-lv6SJZexZEE7hTmdNtrETAHaHa.jpeg,./animal-dataset/train/scoiattolo_train/OIP-lv6SJZexZEE7hTmdNtrETAHaHa.jpeg,0
94,./animal-dataset/train/scoiattolo_train,OIP-HbPgpm9TYmWge1SFHJdIfwHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-HbPgpm9TYmWge1SFHJdIfwHaE8.jpeg,0
95,./animal-dataset/train/scoiattolo_train,OIP-hVEt1HjSZXSmkPMaEALyxAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-hVEt1HjSZXSmkPMaEALyxAHaE8.jpeg,0
96,./animal-dataset/train/scoiattolo_train,OIP-dUia4RSBT4_jfiVnisiaggHaG0.jpeg,./animal-dataset/train/scoiattolo_train/OIP-dUia4RSBT4_jfiVnisiaggHaG0.jpeg,0
97,./animal-dataset/train/scoiattolo_train,OIP-dPeAQo5784ObTFHQDVYgrQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-dPeAQo5784ObTFHQDVYgrQHaFj.jpeg,0
98,./animal-dataset/train/scoiattolo_train,OIP-cihFywlHpXlTnmt_A3AEMQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-cihFywlHpXlTnmt_A3AEMQHaFj.jpeg,0
99,./animal-dataset/train/scoiattolo_train,OIP-a_Hsl6vrDWp4OI19iUy5kgHaLo.jpeg,./animal-dataset/train/scoiattolo_train/OIP-a_Hsl6vrDWp4OI19iUy5kgHaLo.jpeg,0
100,./animal-dataset/train/scoiattolo_train,OIP-a20rv-KRkBjwrnYBTAViVQHaHD.jpeg,./animal-dataset/train/scoiattolo_train/OIP-a20rv-KRkBjwrnYBTAViVQHaHD.jpeg,0
101,./animal-dataset/train/scoiattolo_train,OIP-CBmRVQJX_6kUet8NsqHlVQHaFk.jpeg,./animal-dataset/train/scoiattolo_train/OIP-CBmRVQJX_6kUet8NsqHlVQHaFk.jpeg,0
102,./animal-dataset/train/scoiattolo_train,OIP-ih_MX32iP_9vXv6gTjLj-wHaFD.jpeg,./animal-dataset/train/scoiattolo_train/OIP-ih_MX32iP_9vXv6gTjLj-wHaFD.jpeg,0
103,./animal-dataset/train/scoiattolo_train,OIP-OGZycjSiWIhjqvgKnGuyJQHaFL.jpeg,./animal-dataset/train/scoiattolo_train/OIP-OGZycjSiWIhjqvgKnGuyJQHaFL.jpeg,0
104,./animal-dataset/train/scoiattolo_train,OIP-HdS9-xC6qq-b6K34VIhvVAHaFp.jpeg,./animal-dataset/train/scoiattolo_train/OIP-HdS9-xC6qq-b6K34VIhvVAHaFp.jpeg,0
105,./animal-dataset/train/scoiattolo_train,OIP-RRUxECaR2KFa1BogqkrpRgHaFq.jpeg,./animal-dataset/train/scoiattolo_train/OIP-RRUxECaR2KFa1BogqkrpRgHaFq.jpeg,0
106,./animal-dataset/train/scoiattolo_train,OIP-mkjK4aoai34Hoyu-m9YJYwHaHa.jpeg,./animal-dataset/train/scoiattolo_train/OIP-mkjK4aoai34Hoyu-m9YJYwHaHa.jpeg,0
107,./animal-dataset/train/scoiattolo_train,OIP-tAeJR_At_Y82kuxuO4tmfwHaFL.jpeg,./animal-dataset/train/scoiattolo_train/OIP-tAeJR_At_Y82kuxuO4tmfwHaFL.jpeg,0
108,./animal-dataset/train/scoiattolo_train,OIP-xmVIW3zng__INanL4IA2WwHaKj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-xmVIW3zng__INanL4IA2WwHaKj.jpeg,0
109,./animal-dataset/train/scoiattolo_train,OIP-AS-IRixZUZXGRHLKZdeeYQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-AS-IRixZUZXGRHLKZdeeYQHaFj.jpeg,0
110,./animal-dataset/train/scoiattolo_train,OIP-h7fjT1VBNrAivgGh6rQtVgHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-h7fjT1VBNrAivgGh6rQtVgHaEK.jpeg,0
111,./animal-dataset/train/scoiattolo_train,OIP-sQJIjTzNtO-8dRDmzjEgEAHaFk.jpeg,./animal-dataset/train/scoiattolo_train/OIP-sQJIjTzNtO-8dRDmzjEgEAHaFk.jpeg,0
112,./animal-dataset/train/scoiattolo_train,OIP-Yt_4ZnI4BgCOX1uHV1jaKAAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Yt_4ZnI4BgCOX1uHV1jaKAAAAA.jpeg,0
113,./animal-dataset/train/scoiattolo_train,OIP-Bhxga2z6Xw1TO1Uw5BiGsQHaFb.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Bhxga2z6Xw1TO1Uw5BiGsQHaFb.jpeg,0
114,./animal-dataset/train/scoiattolo_train,OIP-8OuhgPeI_I3Zv2Dpn2GYFAHaE8.jpeg,./animal-dataset/train/scoiattolo_train/OIP-8OuhgPeI_I3Zv2Dpn2GYFAHaE8.jpeg,0
115,./animal-dataset/train/scoiattolo_train,OIP-gjdPAAbJl6pxjI6G1Kyj2wHaEK.jpeg,./animal-dataset/train/scoiattolo_train/OIP-gjdPAAbJl6pxjI6G1Kyj2wHaEK.jpeg,0
116,./animal-dataset/train/scoiattolo_train,OIP-ybqM9IuDWY2tkqM3clTWNQHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-ybqM9IuDWY2tkqM3clTWNQHaFj.jpeg,0
117,./animal-dataset/train/scoiattolo_train,OIP-d3mt5_f21GjWudTbFgbhXwHaFJ.jpeg,./animal-dataset/train/scoiattolo_train/OIP-d3mt5_f21GjWudTbFgbhXwHaFJ.jpeg,0
118,./animal-dataset/train/scoiattolo_train,OIP-EZ5pWJ_6melnJlw-lLHv-gHaFP.jpeg,./animal-dataset/train/scoiattolo_train/OIP-EZ5pWJ_6melnJlw-lLHv-gHaFP.jpeg,0
119,./animal-dataset/train/scoiattolo_train,OIP-JNMiG-coWvCBi7lpuOcKxQHaLG.jpeg,./animal-dataset/train/scoiattolo_train/OIP-JNMiG-coWvCBi7lpuOcKxQHaLG.jpeg,0
120,./animal-dataset/train/scoiattolo_train,OIP-19JyTP_3dEyzHGI4Sv3N2wHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-19JyTP_3dEyzHGI4Sv3N2wHaFj.jpeg,0
121,./animal-dataset/train/scoiattolo_train,OIP-yBv80z117f6vV4EN8e7d4QHaLL.jpeg,./animal-dataset/train/scoiattolo_train/OIP-yBv80z117f6vV4EN8e7d4QHaLL.jpeg,0
122,./animal-dataset/train/scoiattolo_train,OIP-h0EmWxqTRsM6N2qdsD8beAHaHa.jpeg,./animal-dataset/train/scoiattolo_train/OIP-h0EmWxqTRsM6N2qdsD8beAHaHa.jpeg,0
123,./animal-dataset/train/scoiattolo_train,OIP-Ea9INijzddwUrxoG75Qf1wAAAA.jpeg,./animal-dataset/train/scoiattolo_train/OIP-Ea9INijzddwUrxoG75Qf1wAAAA.jpeg,0
124,./animal-dataset/train/scoiattolo_train,OIP-sMWZFznxn4dnm_TiIsgXGAHaFj.jpeg,./animal-dataset/train/scoiattolo_train/OIP-sMWZFznxn4dnm_TiIsgXGAHaFj.jpeg,0
